"date","lab_temp","pmt_temp"
2022-01-01 22:00:00,23.4872026231091,-29.2103848374638
2022-01-01 23:00:00,23.4269343802817,-29.2105031577465
2022-01-02 00:00:00,23.4948808225352,-29.2107243971831
2022-01-02 01:00:00,23.2503646957746,-29.2117986028169
2022-01-02 02:00:00,23.1821878760563,-29.2119391014085
2022-01-02 03:00:00,23.2369271998868,-29.2166098272933
2022-01-02 04:00:00,23.1378749717514,-29.2154429717514
2022-01-02 05:00:00,23.045670761851,-29.2146213797968
2022-01-02 06:00:00,22.9838839239437,-29.2209619295775
2022-01-02 07:00:00,22.9153336253521,-29.222843656338
2022-01-02 08:00:00,22.8671364732394,-29.2484200957746
2022-01-02 09:00:00,22.8482588651084,-29.2397880512532
2022-01-02 10:00:00,23.0281494309859,-29.2269899492958
2022-01-02 11:00:00,23.4544053746479,-29.2111912816901
2022-01-02 12:00:00,23.8056492841037,-29.2140358737317
2022-01-02 13:00:00,24.0447118522695,-29.2078995404567
2022-01-02 14:00:00,24.3651273323944,-29.0475275098592
2022-01-02 15:00:00,24.5663857605634,-28.669402
2022-01-02 16:00:00,24.7007571380282,-28.6525254929577
2022-01-02 17:00:00,24.7540635239437,-28.6496817549296
2022-01-02 18:00:00,24.6885285211268,-28.6577882619718
2022-01-02 19:00:00,24.5206857549296,-28.677217084507
2022-01-02 20:00:00,24.1248276450704,-29.0985186535211
2022-01-02 21:00:00,23.9096187918896,-29.2135381160237
2022-01-02 22:00:00,23.7985331392557,-29.2143693457383
2022-01-02 22:00:00,23.7130638641189,-29.2098696178344
2022-01-02 23:00:00,23.6474226338028,-29.2120865464789
2022-01-03 00:00:00,23.388869759887,-29.2143573079096
2022-01-03 01:00:00,23.2848872927242,-29.2132460462493
2022-01-03 02:00:00,23.1771473068246,-29.2172141257755
2022-01-03 03:00:00,23.2190190580936,-29.2097452679075
2022-01-03 04:00:00,23.1150490652358,-29.215202222536
2022-01-03 05:00:00,23.064261828169,-29.2168402704225
2022-01-03 06:00:00,22.9818763925655,-29.2202348099127
2022-01-03 07:00:00,22.9077613947591,-29.2304128458721
2022-01-03 08:00:00,22.8348712028169,-29.2367711605634
2022-01-03 09:00:00,22.8369380422535,-29.2450426591549
2022-01-03 10:00:00,22.9368634929577,-29.2391303746479
2022-01-03 11:00:00,23.2467468816901,-29.2172369605634
2022-01-03 12:00:00,24.4943538348831,-29.2123024542125
2022-01-03 13:00:00,25.4764849337842,-29.1311059819668
2022-01-03 14:00:00,25.6807760676056,-28.7275551661972
2022-01-03 15:00:00,25.8827789323944,-28.6541370760563
2022-01-03 16:00:00,26.1794230929577,-28.6543195464789
2022-01-03 17:00:00,26.2911454450704,-28.6475753098592
2022-01-03 18:00:00,26.1882644366197,-28.6563664732394
2022-01-03 19:00:00,25.7916234947902,-28.6593185806815
2022-01-03 20:00:00,25.3705163500141,-29.0438500876449
2022-01-03 21:00:00,24.8173247264523,-29.2094077890581
2022-01-03 22:00:00,24.586915725112,-29.208368012401
2022-01-03 22:00:00,24.4505219620253,-29.2216202056962
2022-01-03 23:00:00,24.3037269811321,-29.2388649788792
2022-01-04 00:00:00,24.129850484507,-29.2575024647887
2022-01-04 01:00:00,23.9759874591549,-29.3001028253521
2022-01-04 02:00:00,23.8046434338028,-29.3514871577465
2022-01-04 03:00:00,23.6913909867494,-29.3439920298844
2022-01-04 04:00:00,23.7206327113867,-29.3107643855693
2022-01-04 05:00:00,23.3549975521127,-29.501890743662
2022-01-04 06:00:00,23.1732367671079,-29.5763035567446
2022-01-04 07:00:00,23.2003301042254,-29.5748068647887
2022-01-04 08:00:00,23.1292819887324,-29.5976764225352
2022-01-04 09:00:00,23.2370745911773,-29.5180996010115
2022-01-04 10:00:00,23.5804864995776,-29.4155252520417
2022-01-04 11:00:00,24.075367743662,-29.2701871070423
2022-01-04 12:00:00,24.7197028478873,-29.2161381126761
2022-01-04 13:00:00,24.842038009037,-29.2161630499859
2022-01-04 14:00:00,25.0923594760563,-29.210755884507
2022-01-04 15:00:00,25.3534096112676,-28.9228725380282
2022-01-04 16:00:00,25.2948493746479,-28.6526378873239
2022-01-04 17:00:00,25.1552898478445,-28.6561306029868
2022-01-04 18:00:00,24.3721141647792,-29.1047834484711
2022-01-04 19:00:00,24.6770779312289,-29.2115558709132
2022-01-04 20:00:00,24.9580839504086,-28.7358590955199
2022-01-04 21:00:00,24.6566077605634,-29.0776012197183
2022-01-04 22:00:00,24.4238029605634,-29.2121147098592
2022-01-04 23:00:00,24.3014631423611,-29.2120963715278
2022-01-04 23:00:00,24.2213408473436,-29.2123361701412
2022-01-05 00:00:00,24.0686897043086,-29.2105616051816
2022-01-05 01:00:00,23.9704655001409,-29.2193331389124
2022-01-05 02:00:00,23.8370041053818,-29.2276561172161
2022-01-05 03:00:00,23.6887021974612,-29.2223150296192
2022-01-05 04:00:00,23.7490498956276,-29.2109591763047
2022-01-05 05:00:00,23.4499564197183,-29.2320210197183
2022-01-05 06:00:00,23.3169051295775,-29.2483638901408
2022-01-05 07:00:00,23.2591202056338,-29.2999694
2022-01-05 08:00:00,23.2298400704225,-29.2970765070423
2022-01-05 09:00:00,23.2730424816901,-29.2932075211268
2022-01-05 10:00:00,23.6079213714447,-29.2447860602647
2022-01-05 11:00:00,23.9735955846717,-29.2172329867568
2022-01-05 12:00:00,24.7787781802817,-29.0242964788732
2022-01-05 13:00:00,25.2255759492243,-28.6583611791255
2022-01-05 14:00:00,25.4824763481229,-28.5451734527873
2022-01-05 15:00:00,25.5854860743453,-28.4122581132075
